coc_number,coc_name,coc_category,year,overall_homeless,homeless_rate_total_pop,homeless_rate_in_poverty,homeless_per_1000_total_pop,homeless_per_1000_in_poverty,coc_pop,coc_poverty_pop,coc_poverty_rate,avg_renter_share,avg_fmr0,avg_fmr1,avg_fmr2,avg_fmr3,avg_fmr4,fmr0_pct_coc_na_rent,fmr1_pct_coc_na_rent,fmr2_pct_coc_na_rent,fmr3_pct_coc_na_rent,fmr4_pct_coc_na_rent,coc_rent_zillow,coc_share_na_rent_zillow,share_rent_over_30_pct_inc,share_rent_over_50_pct_inc,median_rent_burden,gross_vacancy_rate,rental_vacancy_rate,coc_unemployment_rate,share_na_coc_unemployment_rate,shr_hh_with_snap,shr_hh_with_pub_assist,shr_hh_with_snap_or_pub_assist,shr_hh_with_ssi,shr_with_medicaid
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,2019,400,7.085238967397273e-4,0.007358893222459342,0.7085238967397273,7.358893222459342,564554,54356,0.09628131232796154,0.3121486849660084,840,992,1200,1503,1715,0,0,0,0,0,1808.7528687377553,0.9732449643348186,0.4945435449726767,0.24871588689958482,0.3100119504087617,0.07646479544776019,0.056918106882614554,0.042,0,0.11102158190073194,0.024814602160602536,0.11735671171540647,0.04902608838302205,0.13545784758428403
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2011,180,5.626811129832415e-4,0.004119464469618949,0.5626811129832414,4.11946446961895,319897,43695,0.13659084017668188,0.31108262369135914,474,566,679,861,909,0,0,0,0,0,NA,0,0.46924224838335266,0.22132869065384403,0.28831658996836196,0.11851592767972449,0.05868898952472439,0.10300000000000001,0,0.12333272288862436,0.03199493330891554,0.1312227207520679,0.04829380703842749,NA
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2012,178,5.5528692424077e-4,0.0038172031481203492,0.55528692424077,3.8172031481203494,320555,46631,0.14546957620377157,0.32244274809160306,438,523,628,796,841,0,0,0,0,0,NA,0,0.4685049798686162,0.22984212756940028,0.2868869334348325,0.11881234738973383,0.049225626740947076,0.10099999999999999,0,0.13734351145038168,0.034114503816793894,0.14495419847328245,0.05193893129770993,0.11814710122834125
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2013,165,5.142958666197047e-4,0.003427004797806717,0.5142958666197047,3.427004797806717,320827,48147,0.15007153387962982,0.3219437652811736,501,597,743,943,1059,0,0,0,0,0,NA,0,0.47805663315124164,0.24819887578180666,0.28633936614910804,0.11813060938468588,0.03628768205938805,0.10800000000000001,0,0.1482885085574572,0.034344437652811734,0.15614303178484107,0.056456295843520785,0.12025211820624096
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2014,192,5.992658992733901e-4,0.0038174768863704148,0.5992658992733901,3.817476886370415,320392,50295,0.15697957502059975,0.32117369621525493,468,557,694,881,989,0,0,0,0,0,NA,0.9999999999999946,0.48255658408689606,0.25204665846219704,0.29063803091213264,0.12935624802256465,0.04315269590550106,0.087,0,0.16025824409479258,0.03275215525573124,0.16747206865890904,0.0618935322998415,0.12541438753522294
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2015,174,5.435886221278058e-4,0.0035639670640285116,0.5435886221278058,3.5639670640285117,320095,48822,0.152523469594964,0.3235554657632176,496,590,735,933,1048,0,0,0,0,0,NA,0.9999999999999994,0.47549807197943444,0.24978577549271636,0.2949659632296662,0.13304275772865987,0.04875736439358028,0.075,0,0.16422932272402324,0.03446989711870202,0.17111397755882263,0.06296428682435583,0.13188463797342037
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2016,169,5.29918442729613e-4,0.0035081164113422176,0.5299184427296131,3.5081164113422174,318917,48174,0.15105497668672413,0.3203648226861364,437,576,707,909,1061,0,0,0,0,0,NA,0.9999999999999996,0.4734206471494607,0.2481565045124367,0.29149797282678563,0.13931449707736546,0.053026833959153766,0.066,0,0.166930689963455,0.03398058252427184,0.17431811408943332,0.0628636855560958,0.13992659416837266
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2017,174,5.46788091332466e-4,0.00373896039710338,0.546788091332466,3.73896039710338,318222,46537,0.14624067474907454,0.31605417670588787,553,657,802,1037,1202,0,0,0,0,0,NA,1,0.4561501042390549,0.2344683808200139,0.2817891817661884,0.14351830208966387,0.054652098907418054,0.067,0,0.167629652155606,0.03361482139933098,0.17486568886601636,0.062956638361911,0.14732118896057195
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2018,165,5.19057266172566e-4,0.0036252581623236807,0.5190572661725661,3.625258162323681,317884,45514,0.1431780146216859,0.314367376263139,580,682,834,1083,1218,0,0,0,0,0,NA,1,0.44068034073077783,0.22464133602331315,0.28076860741654186,0.14572006110862792,0.06615898280278083,0.064,0,0.17159167226326394,0.03683602230309088,0.17925250285036,0.06372311681009574,0.16060633840412852
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,2019,164,5.162703871713105e-4,0.0036401571482476197,0.5162703871713105,3.64015714824762,317663,45053,0.14182640093432347,0.32044924607492614,541,636,780,1007,1102,0,0,0,0,0,NA,0.9999999999999994,0.43595548524357647,0.22156456276253342,0.2768663961493784,0.14278099806782596,0.05358557172274898,0.064,0,0.17431214052541583,0.03649152805844862,0.1823721436343852,0.06063267526814861,0.17521615709858285
